Dimensions.Height,Dimensions.Length,Dimensions.Width,Engine Information.Driveline,Engine Information.Engine Type,Engine Information.Hybrid,Engine Information.Number of Forward Gears,Engine Information.Transmission,Fuel Information.City mpg,Fuel Information.Fuel Type,Fuel Information.Highway mpg,Identification.Classification,Identification.ID,Identification.Make,Identification.Model Year,Identification.Year,Engine Information.Engine Statistics.Horsepower,Engine Information.Engine Statistics.Torque
61,108,234,Rear-wheel drive,Mazda 1.3L R2 212 hp 159 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2010 Mazda RX-8 Grand Touring AT,Mazda,2010 Mazda RX-8,2010,212,159
61,108,234,Rear-wheel drive,Mazda 1.3L R2 232 hp 159 ft-lbs,True,6,6 Speed Manual,16,Gasoline,22,Manual transmission,2010 Mazda RX-8 R3,Mazda,2010 Mazda RX-8,2010,232,159
74,192,113,Front-wheel drive,Toyota 2.7L 4 Cylinder 182 hp 182 ft-lbs,True,6,6 Speed Automatic Select Shift,21,Gasoline,29,Automatic transmission,2010 Toyota Venza,Toyota,2010 Toyota Venza,2010,182,182
74,192,113,All-wheel drive,Toyota 2.7L 4 Cylinder 182 hp 182 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,28,Automatic transmission,2010 Toyota Venza AWD,Toyota,2010 Toyota Venza,2010,182,182
74,192,113,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 246 ft-lbs,True,6,6 Speed Automatic Select Shift,19,Gasoline,26,Automatic transmission,2010 Toyota Venza V6,Toyota,2010 Toyota Venza,2010,268,246
74,192,113,All-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 246 ft-lbs,True,6,6 Speed Automatic Select Shift,18,Gasoline,25,Automatic transmission,2010 Toyota Venza V6 AWD,Toyota,2010 Toyota Venza,2010,268,246
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,5,5 Speed Manual,29,Gasoline,36,Manual transmission,2011 Toyota Yaris 5-Door Liftback,Toyota,2011 Toyota Yaris 5-Door Liftback,2011,106,103
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,2011 Toyota Yaris 5-Door Liftback AT,Toyota,2011 Toyota Yaris 5-Door Liftback,2011,106,103
148,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,E85,22,Automatic transmission,2012 Chevrolet Equinox LS,Chevrolet,2012 Chevrolet Equinox,2012,182,172
148,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2012 Chevrolet Equinox LS AWD,Chevrolet,2012 Chevrolet Equinox,2012,182,172
224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,E85,22,Automatic transmission,2012 Chevrolet Equinox 1LT,Chevrolet,2012 Chevrolet Equinox,2012,182,172
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2012 Chevrolet Equinox 1LT AWD,Chevrolet,2012 Chevrolet Equinox,2012,182,172
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Chevrolet Equinox 1LT V6,Chevrolet,2012 Chevrolet Equinox,2012,264,222
224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2012 Chevrolet Equinox 2LT,Chevrolet,2012 Chevrolet Equinox,2012,182,172
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2012 Chevrolet Equinox 2LT AWD,Chevrolet,2012 Chevrolet Equinox,2012,182,172
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2012 Chevrolet Equinox 2LT V6,Chevrolet,2012 Chevrolet Equinox,2012,264,222
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2012 Chevrolet Equinox 2LT V6 AWD,Chevrolet,2012 Chevrolet Equinox,2012,264,222
224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,15,E85,22,Automatic transmission,2012 Chevrolet Equinox LTZ,Chevrolet,2012 Chevrolet Equinox,2012,182,172
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2012 Chevrolet Equinox LTZ AWD,Chevrolet,2012 Chevrolet Equinox,2012,182,172
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2012 Chevrolet Equinox LTZ V6,Chevrolet,2012 Chevrolet Equinox,2012,264,222
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2012 Chevrolet Equinox LTZ V6 AWD,Chevrolet,2012 Chevrolet Equinox,2012,264,222
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,16,Gasoline,23,Automatic transmission,2012 Chevrolet Equinox 1LT V6 AWD,Chevrolet,2012 Chevrolet Equinox,2012,264,222
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,5,5 Speed Manual,29,Gasoline,36,Manual transmission,2010 Toyota Yaris 5-Door Liftback,Toyota,2010 Toyota Yaris 5-Door Liftback,2010,106,103
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,2010 Toyota Yaris 5-Door Liftback AT,Toyota,2010 Toyota Yaris 5-Door Liftback,2010,106,103
139,242,3,Front-wheel drive,Nissan 2.5L 4 cylinder 170 hp 175 ft-lbs,True,6,6 Speed Manual,23,Gasoline,31,Manual transmission,2012 Nissan Altima Coupe 2.5 S 170 hp MT,Nissan,2012 Nissan Altima Coupe,2012,170,175
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,5,5 Speed Manual,29,Gasoline,36,Manual transmission,2011 Toyota Yaris 3-Door Liftback,Toyota,2011 Toyota Yaris 3-Door Liftback,2011,106,103
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,2011 Toyota Yaris 3-Door Liftback AT,Toyota,2011 Toyota Yaris 3-Door Liftback,2011,106,103
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Nissan Armada SV,Nissan,2011 Nissan Armada,2011,317,385
148,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 Chevrolet Equinox LS,Chevrolet,2011 Chevrolet Equinox,2011,182,172
148,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Chevrolet Equinox LS AWD,Chevrolet,2011 Chevrolet Equinox,2011,182,172
224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 Chevrolet Equinox 1LT,Chevrolet,2011 Chevrolet Equinox,2011,182,172
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Chevrolet Equinox 1LT AWD,Chevrolet,2011 Chevrolet Equinox,2011,182,172
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Chevrolet Equinox 1LT V6,Chevrolet,2011 Chevrolet Equinox,2011,264,222
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Chevrolet Equinox 1LT V6 AWD,Chevrolet,2011 Chevrolet Equinox,2011,264,222
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2011 Chevrolet Equinox 1LT FFV,Chevrolet,2011 Chevrolet Equinox,2011,264,222
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2011 Chevrolet Equinox 1LT FFV AWD,Chevrolet,2011 Chevrolet Equinox,2011,264,222
224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 Chevrolet Equinox 2LT,Chevrolet,2011 Chevrolet Equinox,2011,182,172
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Chevrolet Equinox 2LT AWD,Chevrolet,2011 Chevrolet Equinox,2011,182,172
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Chevrolet Equinox 2LT V6,Chevrolet,2011 Chevrolet Equinox,2011,264,222
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Chevrolet Equinox 2LT V6 AWD,Chevrolet,2011 Chevrolet Equinox,2011,264,222
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,18,Automatic transmission,2011 Chevrolet Equinox 2LT FFV,Chevrolet,2011 Chevrolet Equinox,2011,264,222
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2011 Chevrolet Equinox 2LT FFV AWD,Chevrolet,2011 Chevrolet Equinox,2011,264,222
224,162,49,Front-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,22,Gasoline,32,Automatic transmission,2011 Chevrolet Equinox LTZ,Chevrolet,2011 Chevrolet Equinox,2011,182,172
224,162,49,All-wheel drive,Chevrolet 2.4L 4 Cylinder 182 hp 172 ft-lbs,True,6,6 Speed Automatic Select Shift,20,Gasoline,29,Automatic transmission,2011 Chevrolet Equinox LTZ AWD,Chevrolet,2011 Chevrolet Equinox,2011,182,172
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Chevrolet Equinox LTZ V6,Chevrolet,2011 Chevrolet Equinox,2011,264,222
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs,True,6,6 Speed Automatic Select Shift,16,Gasoline,22,Automatic transmission,2011 Chevrolet Equinox LTZ V6 AWD,Chevrolet,2011 Chevrolet Equinox,2011,264,222
224,162,49,Front-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,17,Gasoline,24,Automatic transmission,2011 Chevrolet Equinox LTZ FFV,Chevrolet,2011 Chevrolet Equinox,2011,264,222
224,162,49,All-wheel drive,Chevrolet 3.0L 6 Cylinder 264 hp 222 ft-lbs FFV,True,6,6 Speed Automatic Select Shift,12,E85,17,Automatic transmission,2011 Chevrolet Equinox LTZ FFV AWD,Chevrolet,2011 Chevrolet Equinox,2011,264,222
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,5,5 Speed Manual,29,Gasoline,36,Manual transmission,2010 Toyota Yaris 3-Door Liftback,Toyota,2010 Toyota Yaris 3-Door Liftback,2010,106,103
244,241,158,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,2010 Toyota Yaris 3-Door Liftback AT,Toyota,2010 Toyota Yaris 3-Door Liftback,2010,106,103
180,204,153,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,5,5 Speed Manual,29,Gasoline,36,Manual transmission,2011 Toyota Yaris Sedan,Toyota,2011 Toyota Yaris Sedan,2011,106,103
180,204,153,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,4,4 Speed Automatic,29,Gasoline,35,Automatic transmission,2011 Toyota Yaris Sedan AT,Toyota,2011 Toyota Yaris Sedan,2011,106,103
222,235,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,True,4,4 Speed Automatic,21,Gasoline,27,Automatic transmission,2012 Ford Transit Connect XLT Van,Ford,2012 Ford Transit Connect Van,2012,136,128
222,235,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,True,4,4 Speed Automatic,21,Gasoline,27,Automatic transmission,2012 Ford Transit Connect XL Van,Ford,2012 Ford Transit Connect Van,2012,136,128
222,235,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,True,4,4 Speed Automatic,22,Gasoline,27,Automatic transmission,2012 Ford Transit Connect XLT Premium Wagon,Ford,2012 Ford Transit Connect Wagon,2012,136,128
222,235,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,True,4,4 Speed Automatic,22,Gasoline,27,Automatic transmission,2012 Ford Transit Connect XLT Wagon,Ford,2012 Ford Transit Connect Wagon,2012,136,128
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,True,4,4 Speed Automatic,21,Gasoline,26,Automatic transmission,2011 Ford Transit Connect XL Van,Ford,2011 Transit Connect Van,2011,136,128
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,True,4,4 Speed Automatic,21,Gasoline,26,Automatic transmission,2011 Ford Transit Connect XLT Van,Ford,2011 Transit Connect Van,2011,136,128
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,True,4,4 Speed Automatic,21,Gasoline,26,Automatic transmission,2011 Ford Transit Connect XLT Wagon,Ford,2011 Transit Connect Wagon,2011,136,128
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,True,4,4 Speed Automatic,21,Gasoline,26,Automatic transmission,2011 Ford Transit Connect XLT Premium Wagon,Ford,2011 Transit Connect Wagon,2011,136,128
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,True,4,4 Speed Automatic,22,Gasoline,25,Automatic transmission,2010 Ford Transit Connect XLT Van,Ford,2010 Transit Connect Van,2010,136,128
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,True,4,4 Speed Automatic,22,Gasoline,25,Automatic transmission,2010 Ford Transit Connect XL Van,Ford,2010 Transit Connect Van,2010,136,128
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,True,4,4 Speed Automatic,22,Gasoline,25,Automatic transmission,2010 Ford Transit Connect XLT Wagon,Ford,2010 Transit Connect Wagon,2010,136,128
222,237,3,Front-wheel drive,Ford 2.0L 4 Cylinder 136 hp 128 ft-lbs,True,4,4 Speed Automatic,22,Gasoline,25,Automatic transmission,2010 Ford Transit Connect XL Wagon,Ford,2010 Transit Connect Wagon,2010,136,128
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Nissan Armada SV 4x4,Nissan,2011 Nissan Armada,2011,317,385
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,13,Gasoline,19,Automatic transmission,2011 Nissan Armada SL,Nissan,2011 Nissan Armada,2011,317,385
162,8,171,Rear-wheel drive,Ford 4.6L 8 Cylinder 224 hp 265 ft-lbs FFV,True,4,4 Speed Automatic,12,E85,17,Automatic transmission,2010 Ford Crown Victoria LX Fleet,Ford,2010 Ford Crown Victoria,2010,224,265
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs,True,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Nissan Armada SL 4x4,Nissan,2011 Nissan Armada,2011,317,385
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,True,5,5 Speed Automatic,9,E85,13,Automatic transmission,2011 Nissan Armada Platinum FFV,Nissan,2011 Nissan Armada,2011,317,385
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,True,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2011 Nissan Armada Platinum 4x4 FFV,Nissan,2011 Nissan Armada,2011,317,385
20,109,16,All-wheel drive,Porsche 3.8L 6 cylinder 385 hp 310 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Porsche 911 Carrera 4S Coupe,Porsche,2011 Porsche 911 Coupe,2011,385,310
30,109,16,Rear-wheel drive,Porsche 3.6L 6 cylinder 345 hp 288 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Porsche 911 Carrera Coupe,Porsche,2011 Porsche 911 Coupe,2011,345,288
20,109,16,Rear-wheel drive,Porsche 3.8L 6 cylinder 385 hp 310 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Porsche 911 Carrera S Coupe,Porsche,2011 Porsche 911 Coupe,2011,385,310
30,109,16,All-wheel drive,Porsche 3.6L 6 cylinder 345 hp 288 ft-lbs,True,6,6 Speed Manual,18,Gasoline,24,Manual transmission,2011 Porsche 911 Carrera 4 Coupe,Porsche,2011 Porsche 911 Coupe,2011,345,288
30,109,16,All-wheel drive,Porsche 3.6L 6 cylinder 345 hp 288 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Porsche 911 Targa 4 Coupe,Porsche,2011 Porsche 911 Coupe,2011,345,288
20,125,59,All-wheel drive,Porsche 3.8L 6 Cylinder 500 hp 480 ft-lbs Turbo,True,6,6 Speed Manual,16,Gasoline,24,Manual transmission,2011 Porsche 911 Turbo Coupe,Porsche,2011 Porsche 911 Coupe,2011,500,480
20,109,16,All-wheel drive,Porsche 3.8L 6 cylinder 385 hp 310 ft-lbs,True,6,6 Speed Manual,17,Gasoline,25,Manual transmission,2011 Porsche 911 Targa 4S Coupe,Porsche,2011 Porsche 911 Coupe,2011,385,310
20,83,60,Rear-wheel drive,Porsche 3.8L 6 Cylinder 408 hp 310 ft-lbs,True,6,6 Speed Manual,18,Gasoline,25,Manual transmission,2011 Porsche 911 Carrera GTS Coupe,Porsche,2011 Porsche 911 Coupe,2011,408,310
119,47,59,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,True,7,7 Speed Automatic,17,Gasoline,25,Automatic transmission,2009 Infiniti G37 Convertible,Infiniti,2009 Infiniti G37 Convertible,2009,325,267
119,47,59,Rear-wheel drive,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,True,6,6 Speed Manual,16,Gasoline,24,Manual transmission,2009 Infiniti G37 Convertible Sport 6MT,Infiniti,2009 Infiniti G37 Convertible,2009,325,267
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,True,5,5 Speed Automatic,9,E85,13,Automatic transmission,2010 Nissan Armada SE FFV,Nissan,2010 Nissan Armada,2010,317,385
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,True,5,5 Speed Automatic,9,E85,13,Automatic transmission,2010 Nissan Armada SE 4x4 FFV,Nissan,2010 Nissan Armada,2010,317,385
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,True,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada Titanium FFV,Nissan,2010 Nissan Armada,2010,317,385
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,True,5,5 Speed Automatic,12,Gasoline,18,Automatic transmission,2010 Nissan Armada Titanium 4x4 FFV,Nissan,2010 Nissan Armada,2010,317,385
188,90,13,Front-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,5,5 Speed Manual,23,Gasoline,28,Manual transmission,2011 Mazda Tribute i Sport,Mazda,2011 Mazda Tribute,2011,171,171
188,90,13,Front-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Mazda Tribute i Sport AT,Mazda,2011 Mazda Tribute,2011,171,171
188,90,13,Four-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,6,6 Speed Automatic,20,Gasoline,26,Automatic transmission,2011 Mazda Tribute i Sport 4WD,Mazda,2011 Mazda Tribute,2011,171,171
188,90,13,Front-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Mazda Tribute i Touring,Mazda,2011 Mazda Tribute,2011,171,171
188,90,13,Four-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,6,6 Speed Automatic,20,Gasoline,26,Automatic transmission,2011 Mazda Tribute i Touring 4WD,Mazda,2011 Mazda Tribute,2011,171,171
247,90,13,Front-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2011 Mazda Tribute i Grand Touring,Mazda,2011 Mazda Tribute,2011,171,171
247,90,13,Four-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,6,6 Speed Automatic,20,Gasoline,26,Automatic transmission,2011 Mazda Tribute i Grand Touring 4WD,Mazda,2011 Mazda Tribute,2011,171,171
247,90,13,Front-wheel drive,Mazda 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,True,6,6 Speed Automatic,14,E85,19,Automatic transmission,2011 Mazda Tribute s Grand Touring,Mazda,2011 Mazda Tribute,2011,240,223
247,90,13,Four-wheel drive,Mazda 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,True,6,6 Speed Automatic,13,E85,17,Automatic transmission,2011 Mazda Tribute s Grand Touring 4WD,Mazda,2011 Mazda Tribute,2011,240,223
168,155,222,Rear-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,True,5,5 Speed Automatic,9,E85,13,Automatic transmission,2010 Nissan Armada Platinum FFV,Nissan,2010 Nissan Armada,2010,317,385
189,155,222,Four-wheel drive,Nissan 5.6L 8 Cylinder 317 hp 385 ft-lbs FFV,True,5,5 Speed Automatic,9,E85,13,Automatic transmission,2010 Nissan Armada Platinum 4x4 FFV,Nissan,2010 Nissan Armada,2010,317,385
188,90,13,Front-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,5,5 Speed Manual,22,Gasoline,28,Manual transmission,2010 Mazda Tribute i Sport,Mazda,2010 Mazda Tribute,2010,171,171
188,90,13,Front-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2010 Mazda Tribute i Sport AT,Mazda,2010 Mazda Tribute,2010,171,171
188,90,13,Four-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,6,6 Speed Automatic,20,Gasoline,26,Automatic transmission,2010 Mazda Tribute i Sport 4WD,Mazda,2010 Mazda Tribute,2010,171,171
188,90,13,Front-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2010 Mazda Tribute i Touring,Mazda,2010 Mazda Tribute,2010,171,171
188,90,13,Four-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,6,6 Speed Automatic,20,Gasoline,26,Automatic transmission,2010 Mazda Tribute i Touring 4WD,Mazda,2010 Mazda Tribute,2010,171,171
247,90,13,Front-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,6,6 Speed Automatic,21,Gasoline,28,Automatic transmission,2010 Mazda Tribute i Grand Touring,Mazda,2010 Mazda Tribute,2010,171,171
247,90,13,Four-wheel drive,Mazda 2.5L 4 Cylinder 171 hp 171 ft-lbs,True,6,6 Speed Automatic,20,Gasoline,26,Automatic transmission,2010 Mazda Tribute i Grand Touring 4WD,Mazda,2010 Mazda Tribute,2010,171,171
247,90,13,Front-wheel drive,Mazda 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,True,6,6 Speed Automatic,19,Gasoline,25,Automatic transmission,2010 Mazda Tribute s Grand Touring,Mazda,2010 Mazda Tribute,2010,240,223
247,90,13,Four-wheel drive,Mazda 3.0L 6 Cylinder 240 hp 223 ft-lbs FFV,True,6,6 Speed Automatic,18,Gasoline,23,Automatic transmission,2010 Mazda Tribute s Grand Touring 4WD,Mazda,2010 Mazda Tribute,2010,240,223
180,204,153,Front-wheel drive,Toyota 1.5L 4 Cylinder 106 hp 103 ft-lbs,True,5,5 Speed Manual,29,Gasoline,36,Manual transmission,2010 Toyota Yaris Sedan,Toyota,2010 Toyota Yaris Sedan,2010,106,103
