Identification.ID,Is_Hybrid,Engine Information.Engine Type,Year,Driveline,Transmission,Horsepower,Torque,Displacement,Cylinder_Count,Gears_Forward,Height,Length,Width,MPG_CITY,MPG_HWY,Fuel_Type,Make,Model_Year
2012 Hyundai Tucson GLS 3,TRUE,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,2012,3,2,176,168,2.4,4 ,6,148,47,29,21,28,Gasoline,Hyundai,2012 Hyundai Tucson
2012 Hyundai Tucson GLS PZEV,TRUE,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,2012,1,2,170,163,2.4,4 ,6,148,47,29,22,32,Gasoline,Hyundai,2012 Hyundai Tucson
2012 Hyundai Tucson GLS PZEV 3,TRUE,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,2012,3,2,170,163,2.4,4 ,6,148,47,29,21,28,Gasoline,Hyundai,2012 Hyundai Tucson
2011 Hyundai Tucson GL AT,TRUE,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,2011,1,2,165,146,2.0,4 ,6,120,47,29,23,31,Gasoline,Hyundai,2011 Hyundai Tucson
2011 Hyundai Tucson GLS,TRUE,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,2011,1,2,176,168,2.4,4 ,6,148,47,29,22,31,Gasoline,Hyundai,2011 Hyundai Tucson
2011 Hyundai Tucson Limited PZEV,TRUE,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,2011,1,2,170,163,2.4,4 ,6,148,47,29,22,31,Gasoline,Hyundai,2011 Hyundai Tucson
2011 Hyundai Tucson Limited 3,TRUE,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,2011,3,2,176,168,2.4,4 ,6,148,47,29,21,28,Gasoline,Hyundai,2011 Hyundai Tucson
2011 Hyundai Tucson Limited PZEV 3,TRUE,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,2011,3,2,170,163,2.4,4 ,6,148,47,29,21,28,Gasoline,Hyundai,2011 Hyundai Tucson
2011 Hyundai Tucson GLS 3,TRUE,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,2011,3,2,176,168,2.4,4 ,6,148,47,29,21,28,Gasoline,Hyundai,2011 Hyundai Tucson
2011 Hyundai Tucson GLS PZEV,TRUE,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,2011,1,2,170,163,2.4,4 ,6,148,47,29,22,31,Gasoline,Hyundai,2011 Hyundai Tucson
2011 Hyundai Tucson GL,TRUE,Hyundai 2.0L 4 Cylinder 165 hp 146 ft-lbs,2011,1,1,165,146,2.0,4 ,5,120,47,29,20,27,Gasoline,Hyundai,2011 Hyundai Tucson
2011 Hyundai Tucson GLS PZEV 3,TRUE,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,2011,3,2,170,163,2.4,4 ,6,148,47,29,21,28,Gasoline,Hyundai,2011 Hyundai Tucson
2011 Hyundai Tucson Limited,TRUE,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,2011,1,2,176,168,2.4,4 ,6,148,47,29,22,31,Gasoline,Hyundai,2011 Hyundai Tucson
2010 Hyundai Tucson Limited,TRUE,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,2010,1,2,176,168,2.4,4 ,6,148,47,29,23,31,Gasoline,Hyundai,2010 Hyundai Tucson
2010 Hyundai Tucson GLS,TRUE,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,2010,1,1,176,168,2.4,4 ,6,120,47,29,22,30,Gasoline,Hyundai,2010 Hyundai Tucson
2010 Hyundai Tucson Limited PZEV 4,TRUE,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,2010,4,2,170,163,2.4,4 ,6,148,47,29,21,28,Gasoline,Hyundai,2010 Hyundai Tucson
2010 Hyundai Tucson Limited 4,TRUE,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,2010,4,2,176,168,2.4,4 ,6,148,47,29,21,28,Gasoline,Hyundai,2010 Hyundai Tucson
2010 Hyundai Tucson GLS AT 4,TRUE,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,2010,4,2,176,168,2.4,4 ,6,120,47,29,21,28,Gasoline,Hyundai,2010 Hyundai Tucson
2010 Hyundai Tucson GLS PZEV 4,TRUE,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,2010,4,2,170,163,2.4,4 ,6,120,47,29,21,28,Gasoline,Hyundai,2010 Hyundai Tucson
2010 Hyundai Tucson Limited PZEV,TRUE,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,2010,1,2,170,163,2.4,4 ,6,148,47,29,23,31,Gasoline,Hyundai,2010 Hyundai Tucson
2010 Hyundai Tucson GLS AT,TRUE,Hyundai 2.4L 4 Cylinder 176 hp 168 ft-lbs,2010,1,2,176,168,2.4,4 ,6,120,47,29,23,31,Gasoline,Hyundai,2010 Hyundai Tucson
2010 Hyundai Tucson GLS PZEV,TRUE,Hyundai 2.4L 4 Cylinder 170 hp 163 ft-lbs,2010,1,2,170,163,2.4,4 ,6,120,47,29,23,31,Gasoline,Hyundai,2010 Hyundai Tucson
2011 Hyundai Veracruz Limited 3,TRUE,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,2010,3,2,260,257,3.8,6 ,6,13,233,153,16,21,Gasoline,Hyundai,2011 Hyundai Veracruz
2012 Hyundai Veloster,TRUE,Hyundai 1.6L 4 Cylinder 138 hp 123 ft-lbs,2012,1,1,138,123,1.6,4 ,6,119,122,254,28,40,Gasoline,Hyundai,2012 Hyundai Veloster
2012 Hyundai Equus Signature,TRUE,Hyundai 5.0L 8 Cylinder 429 hp 376 ft-lbs,2012,2,2,429,376,5.0,8 ,8,210,38,97,15,23,Gasoline,Hyundai,2012 Hyundai Equus
2012 Hyundai Equus Ultimate,TRUE,Hyundai 5.0L 8 Cylinder 429 hp 376 ft-lbs,2012,2,2,429,376,5.0,8 ,8,210,38,97,15,23,Gasoline,Hyundai,2012 Hyundai Equus
2012 Hyundai Santa Fe Limited 3.5 3,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2012,3,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2012 Hyundai Santa Fe
2012 Hyundai Santa Fe GLS 3.5 3,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2012,3,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2012 Hyundai Santa Fe
2012 Hyundai Santa Fe Limited,TRUE,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,2012,1,2,175,169,2.4,4 ,6,188,68,97,20,28,Gasoline,Hyundai,2012 Hyundai Santa Fe
2012 Hyundai Santa Fe SE 3,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2012,3,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2012 Hyundai Santa Fe
2012 Hyundai Santa Fe SE,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2012,1,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2012 Hyundai Santa Fe
2012 Hyundai Santa Fe Limited 3.5,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2012,1,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2012 Hyundai Santa Fe
2012 Hyundai Santa Fe GLS,TRUE,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,2012,1,2,175,169,2.4,4 ,6,188,68,97,20,28,Gasoline,Hyundai,2012 Hyundai Santa Fe
2012 Hyundai Santa Fe GLS 3.5,TRUE,Hyundai 3.5L 6 Cylinder 276 hp 248 ft-lbs,2012,1,2,276,248,3.5,6 ,6,188,68,97,20,26,Gasoline,Hyundai,2012 Hyundai Santa Fe
2012 Hyundai Santa Fe GLS 3,TRUE,Hyundai 2.4L 4 Cylinder 175 hp 169 ft-lbs,2012,3,2,175,169,2.4,4 ,6,188,68,97,20,25,Gasoline,Hyundai,2012 Hyundai Santa Fe
2012 Hyundai Veracruz GLS,TRUE,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,2012,1,2,260,257,3.8,6 ,6,214,233,153,17,22,Gasoline,Hyundai,2012 Hyundai Veracruz
2012 Hyundai Veracruz GLS 3,TRUE,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,2012,3,2,260,257,3.8,6 ,6,214,233,153,16,21,Gasoline,Hyundai,2012 Hyundai Veracruz
2012 Hyundai Veracruz Limited 3,TRUE,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,2012,3,2,260,257,3.8,6 ,6,214,233,153,16,21,Gasoline,Hyundai,2012 Hyundai Veracruz
2012 Hyundai Veracruz Limited,TRUE,Hyundai 3.8L 6 cylinder 260hp 257 ft-lbs,2012,1,2,260,257,3.8,6 ,6,214,233,153,17,22,Gasoline,Hyundai,2012 Hyundai Veracruz
2009 Infiniti EX35,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2009,2,2,297,253,3.5,6 ,5,54,22,11,17,24,Gasoline,Infiniti,2009 Infiniti EX
2009 Infiniti EX35 3,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2009,3,2,297,253,3.5,6 ,5,54,22,11,16,23,Gasoline,Infiniti,2009 Infiniti EX
2009 Infiniti EX35 Journey,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2009,2,2,297,253,3.5,6 ,5,54,22,11,17,24,Gasoline,Infiniti,2009 Infiniti EX
2009 Infiniti EX35 Journey 3,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2009,3,2,297,253,3.5,6 ,5,54,22,11,16,23,Gasoline,Infiniti,2009 Infiniti EX
2010 Infiniti EX35,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2010,2,2,297,253,3.5,6 ,5,36,22,11,17,24,Gasoline,Infiniti,2010 Infiniti EX
2010 Infiniti EX35 3,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2010,3,2,297,253,3.5,6 ,5,36,22,11,16,23,Gasoline,Infiniti,2010 Infiniti EX
2010 Infiniti EX35 Journey,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2010,2,2,297,253,3.5,6 ,5,36,22,11,17,24,Gasoline,Infiniti,2010 Infiniti EX
2010 Infiniti EX35 Journey 3,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2010,3,2,297,253,3.5,6 ,5,36,22,11,16,23,Gasoline,Infiniti,2010 Infiniti EX
2011 Infiniti EX35,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2011,2,2,297,253,3.5,6 ,7,36,22,11,17,24,Gasoline,Infiniti,2011 Infiniti EX
2011 Infiniti EX35 3,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2011,3,2,297,253,3.5,6 ,7,36,22,11,17,24,Gasoline,Infiniti,2011 Infiniti EX
2011 Infiniti EX35 Journey,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2011,2,2,297,253,3.5,6 ,7,36,22,11,17,24,Gasoline,Infiniti,2011 Infiniti EX
2011 Infiniti EX35 Journey 3,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2011,3,2,297,253,3.5,6 ,7,36,22,11,17,24,Gasoline,Infiniti,2011 Infiniti EX
2010 Infiniti FX35,TRUE,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,2010,2,2,303,262,3.5,6 ,7,115,251,135,16,21,Gasoline,Infiniti,2010 Infiniti FX
2010 Infiniti FX35 3,TRUE,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,2010,3,2,303,262,3.5,6 ,7,115,251,135,16,21,Gasoline,Infiniti,2010 Infiniti FX
2010 Infiniti FX50 3,TRUE,Infiniti 5.0L 8 cylinder 390 hp 369 ft-lbs,2010,3,2,390,369,5.0,8 ,7,115,251,135,14,20,Gasoline,Infiniti,2010 Infiniti FX
2011 Infiniti FX35,TRUE,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,2011,2,2,303,262,3.5,6 ,7,115,251,135,16,23,Gasoline,Infiniti,2011 Infiniti FX
2011 Infiniti FX35 3,TRUE,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,2011,3,2,303,262,3.5,6 ,7,115,251,135,16,21,Gasoline,Infiniti,2011 Infiniti FX
2011 Infiniti FX50 3,TRUE,Infiniti 5.0L 8 cylinder 390 hp 369 ft-lbs,2011,3,2,390,369,5.0,8 ,7,142,251,135,14,20,Gasoline,Infiniti,2011 Infiniti FX
2012 Infiniti M Hybrid,TRUE,infiniti 3.5L 6 Cylinder 302 hp 258 ft-lbs Hybrid,2012,2,2,302,258,3.5,6 ,7,221,81,52,27,32,Gasoline,Infiniti,2012 Infiniti M Hybrid
2009 Infiniti M M35,TRUE,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,2009,2,2,303,262,3.5,6 ,7,228,66,13,17,25,Gasoline,Infiniti,2009 Infiniti M
2010 Infiniti M M35,TRUE,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,2010,2,2,303,262,3.5,6 ,7,228,66,13,17,25,Gasoline,Infiniti,2010 Infiniti M
2010 Infiniti M M35x,TRUE,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,2010,3,2,303,262,3.5,6 ,5,244,66,13,16,22,Gasoline,Infiniti,2010 Infiniti M
2010 Infiniti M M45,TRUE,Infiniti 4.5L 6 cylinder 325hp 336 ft-lbs,2010,2,2,325,336,4.5,6 ,5,228,66,13,16,21,Gasoline,Infiniti,2010 Infiniti M
2010 Infiniti M M45x,TRUE,Infiniti 4.5L 6 cylinder 325hp 336 ft-lbs,2010,3,2,325,336,4.5,6 ,5,244,66,13,14,20,Gasoline,Infiniti,2010 Infiniti M
2011 Infiniti M M37,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2011,2,2,330,270,3.7,6 ,7,221,81,13,18,26,Gasoline,Infiniti,2011 Infiniti M
2011 Infiniti M M37x,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2011,3,2,330,270,3.7,6 ,7,233,81,13,17,24,Gasoline,Infiniti,2011 Infiniti M
2011 Infiniti M M56,TRUE,Infiniti 5.6L 8 Cylinder 420 hp 417 ft-lbs,2011,2,2,420,417,5.6,8 ,7,221,81,13,16,25,Gasoline,Infiniti,2011 Infiniti M
2011 Infiniti M M56x,TRUE,Infiniti 5.6L 8 Cylinder 420 hp 417 ft-lbs,2011,3,2,420,417,5.6,8 ,7,233,81,13,16,23,Gasoline,Infiniti,2011 Infiniti M
2012 Infiniti M37,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2012,2,2,330,270,3.7,6 ,7,221,81,52,18,26,Gasoline,Infiniti,2012 Infiniti M
2012 Infiniti M37x 3,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2012,3,2,330,270,3.7,6 ,7,233,81,52,17,24,Gasoline,Infiniti,2012 Infiniti M
2012 Infiniti M56,TRUE,Infiniti 5.6L 8 Cylinder 420 hp 417 ft-lbs,2012,2,2,420,417,5.6,8 ,7,221,81,52,16,24,Gasoline,Infiniti,2012 Infiniti M
2012 Infiniti M56x 3,TRUE,Infiniti 5.6L 8 Cylinder 420 hp 417 ft-lbs,2012,3,2,420,417,5.6,8 ,7,233,81,52,16,23,Gasoline,Infiniti,2012 Infiniti M
2011 Infiniti G25,TRUE,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,2011,2,2,218,187,2.5,6 ,7,172,164,236,20,29,Gasoline,Infiniti,2011 Infiniti G25
2011 Infiniti G25 Journey,TRUE,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,2011,2,2,218,187,2.5,6 ,7,172,164,236,20,29,Gasoline,Infiniti,2011 Infiniti G25
2011 Infiniti G25x 3,TRUE,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,2011,3,2,218,187,2.5,6 ,7,188,164,236,19,27,Gasoline,Infiniti,2011 Infiniti G25
2009 Infiniti G37 Convertible,TRUE,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,2009,2,2,325,267,3.7,6 ,7,119,47,59,17,25,Gasoline,Infiniti,2009 Infiniti G37 Convertible
2009 Infiniti G37 Convertible Sport 6MT,TRUE,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,2009,2,1,325,267,3.7,6 ,6,119,47,59,16,24,Gasoline,Infiniti,2009 Infiniti G37 Convertible
2010 Infiniti G37 Convertible,TRUE,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,2010,2,2,325,267,3.7,6 ,7,119,47,59,17,25,Gasoline,Infiniti,2010 Infiniti G37 Convertible
2010 Infiniti G37 Convertible Sport 6MT,TRUE,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,2010,2,1,325,267,3.7,6 ,6,119,47,59,16,24,Gasoline,Infiniti,2010 Infiniti G37 Convertible
2011 Infiniti G37 Convertible,TRUE,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,2011,2,2,325,267,3.7,6 ,7,119,47,59,17,25,Gasoline,Infiniti,2011 Infiniti G37 Convertible
2011 Infiniti G37 Convertible Sport 6MT,TRUE,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,2011,2,1,325,267,3.7,6 ,6,119,65,59,16,24,Gasoline,Infiniti,2011 Infiniti G37 Convertible
2010 Infiniti G37 Sedan,TRUE,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,2010,2,2,328,269,3.7,6 ,7,172,141,236,19,27,Gasoline,Infiniti,2010 Infiniti G37 Sedan
2010 Infiniti G37 Sedan Journey,TRUE,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,2010,2,2,328,269,3.7,6 ,7,172,141,236,19,27,Gasoline,Infiniti,2010 Infiniti G37 Sedan
2010 Infiniti G37x Sedan 3,TRUE,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,2010,3,2,328,269,3.7,6 ,7,188,141,236,18,25,Gasoline,Infiniti,2010 Infiniti G37 Sedan
2010 Infiniti G37 Sedan Sport 6MT,TRUE,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,2010,2,1,328,269,3.7,6 ,6,172,141,236,17,25,Gasoline,Infiniti,2010 Infiniti G37 Sedan
2011 Infiniti G37 Sedan Journey,TRUE,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,2011,2,2,328,269,3.7,6 ,7,172,164,236,19,27,Gasoline,Infiniti,2011 Infiniti G37 Sedan
2011 Infiniti G37x Sedan 3,TRUE,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,2011,3,2,328,269,3.7,6 ,7,188,164,236,18,25,Gasoline,Infiniti,2011 Infiniti G37 Sedan
2011 Infiniti G37 Sedan Sport 6MT,TRUE,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,2011,3,1,328,269,3.7,6 ,6,172,164,236,17,25,Gasoline,Infiniti,2011 Infiniti G37 Sedan
2011 Infiniti G37 Coupe,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2011,2,2,330,270,3.7,6 ,7,111,42,31,19,27,Gasoline,Infiniti,2011 Infiniti G37 Coupe
2011 Infiniti G37 Coupe Journey,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2011,2,2,330,270,3.7,6 ,7,111,42,31,19,27,Gasoline,Infiniti,2011 Infiniti G37 Coupe
2011 Infiniti G37x Coupe 3,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2011,3,2,330,270,3.7,6 ,7,124,42,31,18,25,Gasoline,Infiniti,2011 Infiniti G37 Coupe
2011 Infiniti G37 Coupe Sport 6MT,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2011,2,1,330,270,3.7,6 ,6,114,57,31,17,25,Gasoline,Infiniti,2011 Infiniti G37 Coupe
2011 Infiniti IPL G Coupe 6MT,TRUE,Infiniti 3.7L 6 Cylinder 348 hp 276 ft-lbs,2011,2,1,348,276,3.7,6 ,6,114,93,31,17,25,Gasoline,Infiniti,2011 Infiniti IPL G Coupe
2010 Infiniti G37 Coupe,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2010,2,2,330,270,3.7,6 ,7,111,42,31,19,27,Gasoline,Infiniti,2010 Infiniti G37 Coupe
2010 Infiniti G37 Coupe Journey,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2010,2,2,330,270,3.7,6 ,7,111,42,31,19,27,Gasoline,Infiniti,2010 Infiniti G37 Coupe
2010 Infiniti G37x Coupe 3,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2010,3,2,330,270,3.7,6 ,7,124,42,31,18,25,Gasoline,Infiniti,2010 Infiniti G37 Coupe
2010 Infiniti G37 Coupe Sport 6MT,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2010,2,1,330,270,3.7,6 ,6,114,42,31,17,25,Gasoline,Infiniti,2010 Infiniti G37 Coupe
2011 Infiniti IPL G Coupe,TRUE,Infiniti 3.7L 6 Cylinder 348 hp 276 ft-lbs,2011,2,2,348,276,3.7,6 ,7,114,93,31,19,27,Gasoline,Infiniti,2011 Infiniti IPL G Coupe
2010 Infiniti QX56 2WD,TRUE,Infiniti 5.6L 8 cylinder 320hp 393 ft-lbs,2010,2,2,320,393,5.6,8 ,5,184,135,209,12,18,Gasoline,Infiniti,2010 Infiniti QX56
2010 Infiniti QX56 4,TRUE,Infiniti 5.6L 8 cylinder 320hp 393 ft-lbs,2010,3,2,320,393,5.6,8 ,5,206,135,209,12,17,Gasoline,Infiniti,2010 Infiniti QX56
2011 Infiniti QX56 2WD,TRUE,Infiniti 5.6L 8 Cylinder 400 hp 413 ft-lbs,2011,2,2,400,413,5.6,8 ,7,128,170,237,14,20,Gasoline,Infiniti,2011 Infiniti QX56
2011 Infiniti QX56 4,TRUE,Infiniti 5.6L 8 Cylinder 400 hp 413 ft-lbs,2011,3,2,400,413,5.6,8 ,7,128,170,237,14,20,Gasoline,Infiniti,2011 Infiniti QX56
2012 Infiniti G25,TRUE,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,2012,2,2,218,187,2.5,6 ,7,172,164,236,20,29,Gasoline,Infiniti,2012 Infiniti G25
2012 Infiniti G25 Journey,TRUE,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,2012,2,2,218,187,2.5,6 ,7,172,164,236,20,29,Gasoline,Infiniti,2012 Infiniti G25
2012 Infiniti G25x 3,TRUE,Infiniti 2.5L 6 Cylinder 218 hp 187 ft-lbs,2012,3,2,218,187,2.5,6 ,7,172,164,236,19,27,Gasoline,Infiniti,2012 Infiniti G25
2012 Infiniti G37 Sedan Journey,TRUE,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,2012,2,2,328,269,3.7,6 ,7,172,164,236,19,27,Gasoline,Infiniti,2012 Infiniti G37 Sedan
2012 Infiniti G37x Sedan 3,TRUE,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,2012,3,2,328,269,3.7,6 ,7,188,164,236,18,25,Gasoline,Infiniti,2012 Infiniti G37 Sedan
2012 Infiniti G37 Sedan Sport 6MT,TRUE,Infiniti 3.7L 6 cylinder 328 hp 269 ft-lbs,2012,2,1,328,269,3.7,6 ,6,172,164,236,17,25,Gasoline,Infiniti,2012 Infiniti G37 Sedan
2012 Infiniti G37 Coupe,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2012,2,2,330,270,3.7,6 ,7,111,42,31,19,27,Gasoline,Infiniti,2012 Infiniti G37 Coupe
2012 Infiniti G37 Coupe Journey,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2012,2,2,330,270,3.7,6 ,7,111,42,31,19,27,Gasoline,Infiniti,2012 Infiniti G37 Coupe
2012 Infiniti G37x Coupe 3,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2012,3,2,330,270,3.7,6 ,7,127,42,31,18,25,Gasoline,Infiniti,2012 Infiniti G37 Coupe
2012 Infiniti G37 Coupe Sport 6MT,TRUE,Infiniti 3.7L 6 cylinder 330 hp 270 ft-lbs,2012,2,1,330,270,3.7,6 ,6,114,42,31,17,25,Gasoline,Infiniti,2012 Infiniti G37 Coupe
2012 Infiniti G37 Convertible,TRUE,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,2012,2,2,325,267,3.7,6 ,7,117,47,59,17,25,Gasoline,Infiniti,2012 Infiniti G37 Convertible
2012 Infiniti G37 Convertible Sport 6MT,TRUE,Infiniti 3.7L 6 Cylinder 325 hp 267 ft-lbs,2012,2,1,325,267,3.7,6 ,6,119,65,59,16,24,Gasoline,Infiniti,2012 Infiniti G37 Convertible
2012 Infiniti IPL G Coupe,TRUE,Infiniti 3.7L 6 Cylinder 348 hp 276 ft-lbs,2012,2,2,348,276,3.7,6 ,7,114,93,31,19,27,Gasoline,Infiniti,2012 Infiniti IPL G Coupe
2012 Infiniti IPL G Coupe 6MT,TRUE,Infiniti 3.7L 6 Cylinder 348 hp 276 ft-lbs,2012,2,1,348,276,3.7,6 ,6,114,93,31,17,25,Gasoline,Infiniti,2012 Infiniti IPL G Coupe
2012 Infiniti EX35,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2012,2,2,297,253,3.5,6 ,7,36,22,11,17,24,Gasoline,Infiniti,2012 Infiniti EX
2012 Infiniti EX35 3,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2012,3,2,297,253,3.5,6 ,7,36,22,11,17,24,Gasoline,Infiniti,2012 Infiniti EX
2012 Infiniti EX35 Journey,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2012,2,2,297,253,3.5,6 ,7,36,22,11,17,24,Gasoline,Infiniti,2012 Infiniti EX
2012 Infiniti EX35 Journey 3,TRUE,Infiniti 3.5L 6 cylinder 297 hp 253 ft-lbs,2012,3,2,297,253,3.5,6 ,7,36,22,11,17,24,Gasoline,Infiniti,2012 Infiniti EX
2012 Infiniti FX35,TRUE,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,2012,2,2,303,262,3.5,6 ,7,142,251,135,16,23,Gasoline,Infiniti,2012 Infiniti FX
2012 Infiniti FX35 3,TRUE,Infiniti 3.5L 6 cylinder 303 hp 262 ft-lbs,2012,3,2,303,262,3.5,6 ,7,142,251,135,16,21,Gasoline,Infiniti,2012 Infiniti FX
2012 Infiniti FX50 3,TRUE,Infiniti 5.0L 8 cylinder 390 hp 369 ft-lbs,2012,3,2,390,369,5.0,8 ,7,142,251,135,14,20,Gasoline,Infiniti,2012 Infiniti FX
2012 Infiniti QX56 2WD,TRUE,Infiniti 5.6L 8 Cylinder 400 hp 413 ft-lbs,2012,2,2,400,413,5.6,8 ,7,133,170,237,14,20,Gasoline,Infiniti,2012 Infiniti QX56
2012 Infiniti QX56 4,TRUE,Infiniti 5.6L 8 Cylinder 400 hp 413 ft-lbs,2012,4,2,400,413,5.6,8 ,7,133,170,237,14,20,Gasoline,Infiniti,2012 Infiniti QX56
2011 Jaguar XJ,TRUE,Jaguar 5.0L 8 Cylinder 385 hp 380 ft-lbs,2011,2,2,385,380,5.0,8 ,6,167,3,102,16,23,Gasoline,Jaguar,2011 Jaguar XJ
